game_id,commence_time,home_team,away_team,bookmaker,market,team,odds,point,team_name,probability,implied_prob,expected_value,kelly_fraction
ff0f310a02a527f105b5b37dbd61c502,2024-09-20T00:15:00Z,New York Jets,New England Patriots,DraftKings,h2h,New England Patriots,230.0,,New England Patriots,1.0,0.30303030303030304,0.696969696969697,1.0
ff0f310a02a527f105b5b37dbd61c502,2024-09-20T00:15:00Z,New York Jets,New England Patriots,DraftKings,h2h,New England Patriots,230.0,,New England Patriots,1.0,0.30303030303030304,0.696969696969697,1.0
ff0f310a02a527f105b5b37dbd61c502,2024-09-20T00:15:00Z,New York Jets,New England Patriots,DraftKings,h2h,New England Patriots,230.0,,New England Patriots,1.0,0.30303030303030304,0.696969696969697,1.0
ff0f310a02a527f105b5b37dbd61c502,2024-09-20T00:15:00Z,New York Jets,New England Patriots,DraftKings,h2h,New England Patriots,230.0,,New England Patriots,1.0,0.30303030303030304,0.696969696969697,1.0
ff0f310a02a527f105b5b37dbd61c502,2024-09-20T00:15:00Z,New York Jets,New England Patriots,DraftKings,h2h,New England Patriots,230.0,,New England Patriots,1.0,0.30303030303030304,0.696969696969697,1.0
ff0f310a02a527f105b5b37dbd61c502,2024-09-20T00:15:00Z,New York Jets,New England Patriots,DraftKings,h2h,New England Patriots,230.0,,New England Patriots,1.0,0.30303030303030304,0.696969696969697,1.0
ff0f310a02a527f105b5b37dbd61c502,2024-09-20T00:15:00Z,New York Jets,New England Patriots,DraftKings,h2h,New England Patriots,230.0,,New England Patriots,1.0,0.30303030303030304,0.696969696969697,1.0
ff0f310a02a527f105b5b37dbd61c502,2024-09-20T00:15:00Z,New York Jets,New England Patriots,DraftKings,h2h,New England Patriots,230.0,,New England Patriots,1.0,0.30303030303030304,0.696969696969697,1.0
ff0f310a02a527f105b5b37dbd61c502,2024-09-20T00:15:00Z,New York Jets,New England Patriots,DraftKings,h2h,New England Patriots,230.0,,New England Patriots,1.0,0.30303030303030304,0.696969696969697,1.0
ff0f310a02a527f105b5b37dbd61c502,2024-09-20T00:15:00Z,New York Jets,New England Patriots,DraftKings,h2h,New England Patriots,230.0,,New England Patriots,1.0,0.30303030303030304,0.696969696969697,1.0
ff0f310a02a527f105b5b37dbd61c502,2024-09-20T00:15:00Z,New York Jets,New England Patriots,DraftKings,h2h,New England Patriots,230.0,,New England Patriots,1.0,0.30303030303030304,0.696969696969697,1.0
ff0f310a02a527f105b5b37dbd61c502,2024-09-20T00:15:00Z,New York Jets,New England Patriots,DraftKings,h2h,New England Patriots,230.0,,New England Patriots,1.0,0.30303030303030304,0.696969696969697,1.0
ff0f310a02a527f105b5b37dbd61c502,2024-09-20T00:15:00Z,New York Jets,New England Patriots,DraftKings,h2h,New England Patriots,230.0,,New England Patriots,1.0,0.30303030303030304,0.696969696969697,1.0
ff0f310a02a527f105b5b37dbd61c502,2024-09-20T00:15:00Z,New York Jets,New England Patriots,DraftKings,h2h,New England Patriots,230.0,,New England Patriots,1.0,0.30303030303030304,0.696969696969697,1.0
ff0f310a02a527f105b5b37dbd61c502,2024-09-20T00:15:00Z,New York Jets,New England Patriots,DraftKings,h2h,New England Patriots,230.0,,New England Patriots,1.0,0.30303030303030304,0.696969696969697,1.0
ff0f310a02a527f105b5b37dbd61c502,2024-09-20T00:15:00Z,New York Jets,New England Patriots,DraftKings,spreads,New England Patriots,-112.0,6.5,New England Patriots,1.0,0.5283018867924528,0.4716981132075472,1.0
ff0f310a02a527f105b5b37dbd61c502,2024-09-20T00:15:00Z,New York Jets,New England Patriots,DraftKings,spreads,New England Patriots,-112.0,6.5,New England Patriots,1.0,0.5283018867924528,0.4716981132075472,1.0
ff0f310a02a527f105b5b37dbd61c502,2024-09-20T00:15:00Z,New York Jets,New England Patriots,DraftKings,spreads,New England Patriots,-112.0,6.5,New England Patriots,1.0,0.5283018867924528,0.4716981132075472,1.0
ff0f310a02a527f105b5b37dbd61c502,2024-09-20T00:15:00Z,New York Jets,New England Patriots,DraftKings,spreads,New England Patriots,-112.0,6.5,New England Patriots,1.0,0.5283018867924528,0.4716981132075472,1.0
ff0f310a02a527f105b5b37dbd61c502,2024-09-20T00:15:00Z,New York Jets,New England Patriots,DraftKings,spreads,New England Patriots,-112.0,6.5,New England Patriots,1.0,0.5283018867924528,0.4716981132075472,1.0
ff0f310a02a527f105b5b37dbd61c502,2024-09-20T00:15:00Z,New York Jets,New England Patriots,DraftKings,spreads,New England Patriots,-112.0,6.5,New England Patriots,1.0,0.5283018867924528,0.4716981132075472,1.0
ff0f310a02a527f105b5b37dbd61c502,2024-09-20T00:15:00Z,New York Jets,New England Patriots,DraftKings,spreads,New England Patriots,-112.0,6.5,New England Patriots,1.0,0.5283018867924528,0.4716981132075472,1.0
ff0f310a02a527f105b5b37dbd61c502,2024-09-20T00:15:00Z,New York Jets,New England Patriots,DraftKings,spreads,New England Patriots,-112.0,6.5,New England Patriots,1.0,0.5283018867924528,0.4716981132075472,1.0
ff0f310a02a527f105b5b37dbd61c502,2024-09-20T00:15:00Z,New York Jets,New England Patriots,DraftKings,spreads,New England Patriots,-112.0,6.5,New England Patriots,1.0,0.5283018867924528,0.4716981132075472,1.0
ff0f310a02a527f105b5b37dbd61c502,2024-09-20T00:15:00Z,New York Jets,New England Patriots,DraftKings,spreads,New England Patriots,-112.0,6.5,New England Patriots,1.0,0.5283018867924528,0.4716981132075472,1.0
ff0f310a02a527f105b5b37dbd61c502,2024-09-20T00:15:00Z,New York Jets,New England Patriots,DraftKings,spreads,New England Patriots,-112.0,6.5,New England Patriots,1.0,0.5283018867924528,0.4716981132075472,1.0
ff0f310a02a527f105b5b37dbd61c502,2024-09-20T00:15:00Z,New York Jets,New England Patriots,DraftKings,spreads,New England Patriots,-112.0,6.5,New England Patriots,1.0,0.5283018867924528,0.4716981132075472,1.0
ff0f310a02a527f105b5b37dbd61c502,2024-09-20T00:15:00Z,New York Jets,New England Patriots,DraftKings,spreads,New England Patriots,-112.0,6.5,New England Patriots,1.0,0.5283018867924528,0.4716981132075472,1.0
ff0f310a02a527f105b5b37dbd61c502,2024-09-20T00:15:00Z,New York Jets,New England Patriots,DraftKings,spreads,New England Patriots,-112.0,6.5,New England Patriots,1.0,0.5283018867924528,0.4716981132075472,1.0
ff0f310a02a527f105b5b37dbd61c502,2024-09-20T00:15:00Z,New York Jets,New England Patriots,DraftKings,spreads,New England Patriots,-112.0,6.5,New England Patriots,1.0,0.5283018867924528,0.4716981132075472,1.0
ff0f310a02a527f105b5b37dbd61c502,2024-09-20T00:15:00Z,New York Jets,New England Patriots,Caesars,h2h,New England Patriots,235.0,,New England Patriots,1.0,0.29850746268656714,0.7014925373134329,1.0
ff0f310a02a527f105b5b37dbd61c502,2024-09-20T00:15:00Z,New York Jets,New England Patriots,Caesars,h2h,New England Patriots,235.0,,New England Patriots,1.0,0.29850746268656714,0.7014925373134329,1.0
ff0f310a02a527f105b5b37dbd61c502,2024-09-20T00:15:00Z,New York Jets,New England Patriots,Caesars,h2h,New England Patriots,235.0,,New England Patriots,1.0,0.29850746268656714,0.7014925373134329,1.0
