,eventGroupId,displayGroupId,eventGroupName,offerCategoryId,offerCategoryName,subcategoryId,subcategoryName,offerSubcategoryName,offerSubcategoryId,offerLabel,outcomeLabel,oddsAmerican,oddsDecimal,participant
0,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Spread,NE Patriots,-112,1.89285715,NE Patriots
1,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Spread,NY Jets,-108,1.92592593,NY Jets
2,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Total,Over,-110,1.90909091,
3,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Total,Under,-110,1.90909091,
4,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Moneyline,NE Patriots,+230,3.3,NE Patriots
5,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Moneyline,NY Jets,-285,1.3508772,NY Jets
6,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Spread,CHI Bears,-110,1.90909091,CHI Bears
7,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Spread,IND Colts,-110,1.90909091,IND Colts
8,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Total,Over,-108,1.92592593,
9,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Total,Under,-112,1.89285715,
10,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Moneyline,CHI Bears,-105,1.95238096,CHI Bears
11,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Moneyline,IND Colts,-115,1.86956522,IND Colts
12,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Spread,DEN Broncos,-112,1.89285715,DEN Broncos
13,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Spread,TB Buccaneers,-108,1.92592593,TB Buccaneers
14,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Total,Over,-108,1.92592593,
15,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Total,Under,-112,1.89285715,
16,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Moneyline,DEN Broncos,+260,3.6,DEN Broncos
17,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Moneyline,TB Buccaneers,-325,1.30769231,TB Buccaneers
18,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Spread,PHI Eagles,-120,1.83333334,PHI Eagles
19,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Spread,NO Saints,+100,2.0,NO Saints
20,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Total,Over,-112,1.89285715,
21,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Total,Under,-108,1.92592593,
22,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Moneyline,PHI Eagles,+124,2.24,PHI Eagles
23,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Moneyline,NO Saints,-148,1.67567568,NO Saints
24,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Spread,HOU Texans,-112,1.89285715,HOU Texans
25,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Spread,MIN Vikings,-108,1.92592593,MIN Vikings
26,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Total,Over,-110,1.90909091,
27,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Total,Under,-110,1.90909091,
28,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Moneyline,HOU Texans,-142,1.70422536,HOU Texans
29,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Moneyline,MIN Vikings,+120,2.2,MIN Vikings
30,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Spread,LA Chargers,-108,1.92592593,LA Chargers
31,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Spread,PIT Steelers,-112,1.89285715,PIT Steelers
32,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Total,Over,-110,1.90909091,
33,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Total,Under,-110,1.90909091,
34,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Moneyline,LA Chargers,+105,2.05,LA Chargers
