,eventGroupId,displayGroupId,eventGroupName,offerCategoryId,offerCategoryName,subcategoryId,subcategoryName,offerSubcategoryName,offerSubcategoryId,offerLabel,outcomeLabel,oddsAmerican,oddsDecimal,participant
0,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Spread,NE Patriots,-108,1.92592593,NE Patriots
1,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Spread,NY Jets,-112,1.89285715,NY Jets
2,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Total,Over,-110,1.90909091,
3,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Total,Under,-110,1.90909091,
4,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Moneyline,NE Patriots,+220,3.2,NE Patriots
5,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Moneyline,NY Jets,-270,1.37037038,NY Jets
6,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Spread,CHI Bears,-110,1.90909091,CHI Bears
7,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Spread,IND Colts,-110,1.90909091,IND Colts
8,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Total,Over,-108,1.92592593,
9,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Total,Under,-112,1.89285715,
10,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Moneyline,CHI Bears,+102,2.02,CHI Bears
11,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Moneyline,IND Colts,-122,1.81967214,IND Colts
12,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Spread,PHI Eagles,-102,1.98039216,PHI Eagles
13,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Spread,NO Saints,-118,1.84745763,NO Saints
14,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Total,Over,-110,1.90909091,
15,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Total,Under,-110,1.90909091,
