game_id,commence_time,home_team,away_team,bookmaker,market,team,odds,point,team_name,probability,implied_prob,expected_value,kelly_fraction
ff0f310a02a527f105b5b37dbd61c502,2024-09-20T00:15:00Z,New York Jets,New England Patriots,DraftKings,h2h,New England Patriots,220.0,,New England Patriots,1.0,0.3125,0.6875,1.0
ff0f310a02a527f105b5b37dbd61c502,2024-09-20T00:15:00Z,New York Jets,New England Patriots,DraftKings,h2h,New England Patriots,220.0,,New England Patriots,1.0,0.3125,0.6875,1.0
ff0f310a02a527f105b5b37dbd61c502,2024-09-20T00:15:00Z,New York Jets,New England Patriots,DraftKings,h2h,New England Patriots,220.0,,New England Patriots,1.0,0.3125,0.6875,1.0
ff0f310a02a527f105b5b37dbd61c502,2024-09-20T00:15:00Z,New York Jets,New England Patriots,DraftKings,h2h,New England Patriots,220.0,,New England Patriots,1.0,0.3125,0.6875,1.0
ff0f310a02a527f105b5b37dbd61c502,2024-09-20T00:15:00Z,New York Jets,New England Patriots,DraftKings,h2h,New England Patriots,220.0,,New England Patriots,1.0,0.3125,0.6875,1.0
ff0f310a02a527f105b5b37dbd61c502,2024-09-20T00:15:00Z,New York Jets,New England Patriots,DraftKings,h2h,New England Patriots,220.0,,New England Patriots,1.0,0.3125,0.6875,1.0
ff0f310a02a527f105b5b37dbd61c502,2024-09-20T00:15:00Z,New York Jets,New England Patriots,DraftKings,h2h,New England Patriots,220.0,,New England Patriots,1.0,0.3125,0.6875,1.0
ff0f310a02a527f105b5b37dbd61c502,2024-09-20T00:15:00Z,New York Jets,New England Patriots,DraftKings,h2h,New England Patriots,220.0,,New England Patriots,1.0,0.3125,0.6875,1.0
ff0f310a02a527f105b5b37dbd61c502,2024-09-20T00:15:00Z,New York Jets,New England Patriots,DraftKings,h2h,New England Patriots,220.0,,New England Patriots,1.0,0.3125,0.6875,1.0
ff0f310a02a527f105b5b37dbd61c502,2024-09-20T00:15:00Z,New York Jets,New England Patriots,DraftKings,h2h,New England Patriots,220.0,,New England Patriots,1.0,0.3125,0.6875,1.0
ff0f310a02a527f105b5b37dbd61c502,2024-09-20T00:15:00Z,New York Jets,New England Patriots,DraftKings,h2h,New England Patriots,220.0,,New England Patriots,1.0,0.3125,0.6875,1.0
